"","X","Y","X_ACC","Y_ACC","Z_ACC","X_GYR","Y_GYR","Z_GYR","status"
"691",-212.263,84.151,0.016,-0.68,0.051,-51.45,34.122,8.763,"0"
"692",-212.981,84.408,0.016,-0.679,0.057,-51.832,33.756,8.718,"0"
"693",-213.488,84.516,0.015,-0.68,0.057,-51.679,33.71,8.672,"0"
"694",-214.335,84.865,0.018,-0.679,0.053,-51.603,33.802,8.763,"0"
"695",-213.916,83.821,0.02,-0.68,0.054,-51.786,33.817,8.611,"0"
"696",-214.366,83.937,0.019,-0.679,0.055,-51.618,33.878,8.641,"0"
"697",-214.619,84.033,0.017,-0.68,0.051,-51.588,33.74,8.611,"0"
"698",-214.818,84.04201,0.019,-0.679,0.056,-51.847,33.725,8.641,"0"
"699",-214.913,84.04,0.018,-0.678,0.055,-51.618,33.908,8.641,"0"
"700",-215.03,83.963,0.018,-0.679,0.058,-51.634,33.771,8.702,"0"
"701",-215.161,84.025,0.019,-0.677,0.055,-52.046,33.695,8.809,"0"
"702",-215.144,83.905,0.02,-0.681,0.05900001,-51.389,33.832,8.672,"0"
"703",-215.869,84.309,0.021,-0.68,0.054,-51.771,33.802,8.565,"0"
"704",-215.946,84.253,0.019,-0.679,0.058,-51.466,34,8.58,"0"
"705",-216.209,84.399,0.018,-0.679,0.057,-51.863,33.786,8.626,"0"
"706",-216.739,84.684,0.021,-0.68,0.057,-51.71,33.863,8.55,"0"
"707",-216.795,84.64801,0.022,-0.68,0.054,-51.756,33.756,8.656,"0"
"708",-217.247,84.908,0.018,-0.679,0.055,-51.817,33.71,8.595,"0"
"709",-217.366,84.922,0.021,-0.68,0.05900001,-51.649,33.939,8.626,"0"
"710",-217.393,84.922,0.019,-0.679,0.05900001,-51.771,33.817,8.565,"0"
"711",-217.484,84.944,0.019,-0.68,0.056,-51.878,33.71,8.809,"0"
"712",-217.578,85.018,0.018,-0.679,0.062,-51.695,33.924,8.458,"0"
"713",-218.141,85.35501,0.021,-0.679,0.054,-51.618,33.847,8.473,"0"
"714",-217.858,85.136,0.02,-0.682,0.054,-51.725,33.756,8.672,"0"
"715",-217.759,85.037,0.021,-0.679,0.055,-51.878,33.817,8.611,"0"
"716",-217.993,85.122,0.021,-0.677,0.054,-51.496,33.863,8.656,"0"
"717",-217.839,85.041,0.02,-0.682,0.056,-51.969,33.756,8.458,"0"
"718",-218.309,85.33999,0.019,-0.679,0.056,-51.466,33.695,8.87,"0"
"719",-218.198,85.248,0.023,-0.678,0.057,-51.71,33.802,8.718,"0"
"720",-218.02,85.149,0.018,-0.681,0.05,-51.817,34.046,8.626,"0"
"721",-218.015,85.13,0.017,-0.678,0.057,-51.969,33.802,8.595,"0"
"722",-218.073,85.11901,0.022,-0.68,0.061,-51.71,33.863,8.763,"0"
"723",-218.714,85.516,0.02,-0.679,0.057,-51.557,33.847,8.626,"0"
"724",-218.636,85.495,0.019,-0.679,0.053,-51.893,33.863,8.519,"0"
"725",-218.602,85.429,0.02,-0.681,0.055,-51.679,33.786,8.626,"0"
"726",-218.284,85.23101,0.018,-0.68,0.056,-51.802,33.74,8.748,"0"
"727",-218.754,85.499,0.02,-0.679,0.057,-51.618,33.908,8.626,"0"
"728",-218.729,85.509,0.018,-0.678,0.054,-51.863,33.786,8.687,"0"
"729",-218.294,85.24401,0.019,-0.68,0.057,-51.832,33.786,8.672,"0"
"730",-218.226,85.19,0.023,-0.679,0.058,-51.695,33.939,8.565,"0"
"731",-218.196,85.12,0.019,-0.68,0.054,-51.679,33.786,8.84,"0"
"732",-218.161,85.09601,0.023,-0.678,0.057,-52,33.908,8.702,"0"
"733",-218.543,85.32599,0.022,-0.679,0.056,-51.924,33.74,8.534,"0"
"734",-218.433,85.20801,0.021,-0.677,0.054,-51.695,33.756,8.534,"0"
"735",-218.441,85.176,0.021,-0.68,0.061,-51.496,33.863,8.489,"0"
"736",-218.181,84.958,0.018,-0.681,0.057,-51.725,33.786,8.611,"0"
"737",-218.24,85.004,0.021,-0.679,0.05900001,-51.878,33.817,8.748,"0"
"738",-217.387,78.618,0.018,-0.682,0.085,-52.153,34.626,9.328,"0"
"739",-217.185,78.994,0.019,-0.6690001,0.112,-62.107,33.786,5.634,"0"
"740",-217.307,80.04901,0.032,-0.682,0.06,-57.786,54.458,10,"0"
"741",-217.56,82.52601,0.03,-0.681,0.032,-51.756,33.985,10.763,"0"
"742",-219.032,83.39801,0.005,-0.686,0.063,-58.977,52.992,10.397,"0"
"743",-219.026,84.265,0.009,-0.682,0.034,-45.557,28.489,9.099,"0"
"744",-218.374,83.999,0.033,-0.68,0.021,-50.443,26.519,10.87,"0"
"745",-218.619,84.07001,0.006,-0.682,0.057,-53.114,34.656,8.137,"0"
"746",-218.985,84.23201,0.007,-0.682,0.043,-50.824,33.969,9.802,"0"
"747",-218.622,84.574,0.017,-0.681,0.054,-50.916,33.679,9.511,"0"
"748",-218.885,84.735,0.025,-0.684,0.038,-50.122,33.466,10.26,"0"
"749",-218.72,84.738,0.016,-0.683,0.048,-50.473,33.74,9.893,"0"
"750",-219.314,84.869,0.021,-0.682,0.035,-51.328,33.786,10.656,"0"
"751",-219.413,84.972,0.016,-0.681,0.049,-51.878,33.832,9.618,"0"
"752",-219.877,85.296,0.002,-0.684,0.042,-52.58,33.802,10.275,"0"
"753",-219.986,85.41201,0.02,-0.683,0.03,-52.214,33.832,9.908,"0"
"754",-219.952,85.37101,0.024,-0.682,0.044,-50.718,33.939,10.244,"0"
"755",-219.668,85.37001,0.007,-0.683,0.047,-51.618,33.756,8.992,"0"
"756",-219.888,85.59,0.016,-0.68,0.044,-50.931,33.725,10.015,"0"
"757",-220.562,85.851,0.014,-0.683,0.042,-50.702,33.771,9.557,"0"
"758",-220.179,85.83899,0.019,-0.68,0.051,-52.443,33.893,9.908,"0"
"759",-220.033,85.736,0.006,-0.682,0.03,-53.542,34.122,8.427,"0"
"760",-220.147,85.782,0.014,-0.682,0.047,-51.466,33.389,11.206,"0"
"761",-221.177,86.10701,0.012,-0.682,0.036,-47.878,33.908,8.885,"0"
"762",-220.745,86.02,0.013,-0.683,0.041,-49.954,33.557,10,"0"
"763",-221.166,85.935,0.024,-0.682,0.027,-49.634,33.679,9.573,"0"
"764",-221.836,85.837,0.017,-0.683,0.033,-50.962,33.435,10.366,"0"
"765",-221.377,85.604,0.008,-0.681,0.043,-58.046,33.71,8.763,"0"
"766",-221.25,85.783,0.012,-0.682,0.042,-55.237,34,10.519,"0"
"767",-68.867,49.624,-0.9940001,0.312,0.14,-51.817,33.878,9.053,"0"
"768",-72.913,57.683,-0.991,0.309,0.141,-52.092,34.015,8.321,"0"
"769",-76.324,64.89601,-0.99,0.307,0.138,-51.725,34.076,8,"0"
"770",-79.776,71.767,-0.9940001,0.307,0.137,-52.015,33.771,8.137,"0"
"771",-82.721,77.938,-0.99,0.309,0.139,-51.969,33.924,8.748,"0"
"772",-85.641,83.742,-0.991,0.309,0.136,-51.908,33.893,8.809,"0"
"773",-88.242,89.07701,-0.991,0.307,0.134,-51.649,33.969,8.412,"0"
"774",-90.86699,94.101,-0.99,0.308,0.135,-51.893,34.076,8.351,"0"
"775",-93.447,98.906,-0.991,0.31,0.14,-51.924,34,8.046,"0"
"776",-95.493,103.008,-0.9929999,0.308,0.131,-51.847,34.214,8.244,"0"
"777",-97.01,106.621,-0.991,0.307,0.135,-51.893,33.542,8.611,"0"
"778",-99.02201,110.307,-0.991,0.311,0.135,-51.954,33.924,8.641,"0"
"779",-100.61,113.579,-0.992,0.307,0.135,-51.908,33.618,8.412,"0"
"780",-102.395,116.819,-0.9929999,0.31,0.137,-52.26,33.893,8.168,"0"
"781",-103.673,119.524,-0.992,0.308,0.135,-52.015,33.832,8.443,"0"
"782",-105.036,122.248,-0.9929999,0.307,0.134,-52.031,33.893,8.26,"0"
"783",-106.313,124.649,-0.992,0.309,0.141,-51.863,33.832,7.908,"0"
"784",-107.646,127.005,-0.991,0.31,0.137,-51.969,33.802,8.641,"0"
"785",-108.29,128.78,-0.989,0.309,0.135,-51.969,33.863,8.519,"0"
"786",-109.281,130.739,-0.989,0.31,0.138,-51.847,33.985,8.366,"0"
"787",-109.849,132.307,-0.991,0.308,0.137,-51.832,34.061,7.725,"0"
"788",-110.582,133.785,-0.99,0.307,0.134,-51.664,34.153,7.786,"0"
"789",-111.255,135.294,-0.989,0.308,0.137,-51.756,34.076,8.29,"0"
"790",-112.482,136.992,-0.9929999,0.309,0.137,-51.893,33.832,8.107,"0"
"791",-112.924,138.12,-0.988,0.31,0.139,-51.802,33.939,8.55,"0"
"792",-113.353,139.178,-0.989,0.307,0.133,-51.893,33.771,8.809,"0"
"793",-113.963,140.278,-0.992,0.31,0.135,-51.954,33.71,8.229,"0"
"794",-114.309,141.17,-0.99,0.309,0.136,-52,34.046,8.931,"0"
"795",-115.133,142.341,-0.99,0.31,0.138,-52.092,33.573,8.489,"0"
"796",-115.406,143.055,-0.99,0.312,0.138,-51.954,34.031,8.382,"0"
"797",-115.78,143.819,-0.99,0.309,0.134,-52.107,33.924,8.29,"0"
"798",-115.995,144.372,-0.988,0.309,0.133,-51.908,33.832,8.305,"0"
"799",-117.057,145.534,-0.988,0.306,0.133,-51.908,34.046,7.679,"0"
"800",-117.402,146.185,-0.9929999,0.309,0.142,-51.924,34.015,8.519,"0"
"801",-117.466,146.562,-0.989,0.309,0.13,-51.863,33.71,8.87,"0"
"802",-117.321,146.866,-0.991,0.307,0.135,-52.015,33.344,8.427,"0"
"803",-117.38,147.22,-0.99,0.31,0.138,-52,33.878,8.321,"0"
"804",-117.824,147.799,-0.988,0.309,0.138,-51.847,33.42,8.702,"0"
"805",-117.971,148.157,-0.987,0.308,0.136,-51.863,33.908,8.107,"0"
"806",-118.165,148.499,-0.991,0.308,0.132,-51.878,33.557,8.183,"0"
"807",-118.289,148.83,-0.99,0.311,0.141,-51.71,34.015,8.397,"0"
"808",-117.422,149.469,-0.991,0.311,0.139,-51.908,34.153,7.771,"0"
"809",-117.802,149.863,-0.99,0.305,0.14,-52,34.107,8.504,"0"
"810",-117.659,149.888,-0.989,0.309,0.132,-51.786,33.939,8.321,"0"
"811",-117.785,150.117,-0.989,0.309,0.138,-51.969,33.802,8.779,"0"
"812",-117.678,150.138,-0.988,0.31,0.134,-51.985,33.802,8.382,"0"
"813",-118.233,150.59,-0.989,0.31,0.136,-52.061,33.679,7.954,"0"
"814",-118.359,150.702,-0.99,0.311,0.136,-51.954,34.092,7.924,"0"
"815",-118.228,150.666,-0.988,0.307,0.139,-51.985,33.71,8.473,"0"
"816",-118.216,150.696,-0.99,0.31,0.135,-52.015,34.046,7.878,"0"
"817",-118.169,150.733,-0.988,0.311,0.137,-51.817,34.015,8.122,"0"
"818",-118.745,151.164,-0.989,0.309,0.134,-52,33.969,8,"0"
"819",-118.783,151.222,-0.986,0.307,0.134,-51.985,34.092,8.321,"0"
"820",-118.871,151.4,-0.99,0.308,0.135,-51.832,33.924,8.29,"0"
"821",-118.935,151.487,-0.992,0.309,0.134,-51.802,33.969,8.58,"0"
"822",-119.285,151.712,-0.989,0.307,0.136,-52.061,34.092,8.229,"0"
"823",-119.397,151.792,-0.991,0.31,0.134,-51.893,33.542,8.366,"0"
"824",-119.597,151.951,-0.989,0.31,0.138,-52.046,33.847,8.29,"0"
"825",-119.624,151.983,-0.99,0.309,0.134,-52.031,34.092,8.611,"0"
"826",-119.951,152.308,-0.99,0.306,0.139,-51.847,33.893,8.641,"0"
"827",-119.908,152.272,-0.988,0.308,0.135,-52.107,33.832,8.916,"0"
"828",-119.671,152.184,-0.992,0.307,0.133,-51.893,34.29,8.137,"0"
"829",-119.458,152.009,-0.992,0.312,0.147,-52.061,38.733,9.908,"0"
"830",-119.902,152.653,-0.982,0.294,0.127,-50.275,36.626,8.351,"0"
"831",-115.619,152.088,-0.987,0.303,0.133,-42.534,42.84,9.435,"0"
"832",-112.916,152.964,-0.984,0.314,0.121,-52.962,39.038,7.664,"0"
"833",-114.438,153.191,-0.991,0.3,0.093,-51.893,32.84,7.71,"0"
"834",-114.959,153.385,-0.991,0.328,0.092,-51.969,34.382,7.176,"0"
"835",-115.285,153.739,-0.995,0.304,0.09700001,-51.908,33.954,8.534,"0"
"836",-56.517,28.581,0.033,0.338,-0.929,-51.71,33.878,8.305,"0"
"837",-50.715,19.657,0.032,0.338,-0.926,-52.061,33.74,8.702,"0"
"838",-44.876,11.107,0.031,0.337,-0.9309999,-51.878,33.893,8.473,"0"
"839",-39.214,3.084,0.036,0.339,-0.928,-51.817,33.771,8.015,"0"
"840",-34.186,-4.24,0.029,0.34,-0.924,-51.969,33.679,9.038,"0"
"841",-29.986,-10.714,0.031,0.335,-0.928,-51.74,33.832,8.305,"0"
"842",-25.87,-16.797,0.041,0.34,-0.926,-51.908,33.42,8.458,"0"
"843",-22.25,-22.398,0.032,0.341,-0.926,-51.863,33.878,8.824,"0"
"844",-18.623,-27.624,0.034,0.336,-0.926,-51.817,34.153,8.29,"0"
"845",-15.306,-32.466,0.032,0.336,-0.929,-51.893,33.817,8.427,"0"
"846",-12.726,-36.635,0.035,0.338,-0.929,-51.893,33.71,8.611,"0"
"847",-9.874,-40.742,0.033,0.337,-0.927,-51.969,33.71,8.779,"0"
"848",-7.184,-44.616,0.033,0.339,-0.928,-51.847,33.756,8.779,"0"
"849",-4.648,-48.247,0.035,0.337,-0.927,-51.74,33.771,8.504,"0"
"850",-2.357,-51.457,0.034,0.337,-0.929,-51.969,33.435,8.794,"0"
"851",-0.976,-54.06,0.032,0.339,-0.926,-51.985,33.817,8.84,"0"
"852",1.241,-57.033,0.04,0.341,-0.925,-51.878,33.618,8.84,"0"
"853",3.442,-59.806,0.034,0.34,-0.927,-51.847,33.924,8.519,"0"
"854",5.015,-62.103,0.035,0.334,-0.925,-51.679,33.603,8.855,"0"
"855",6.478,-64.282,0.035,0.337,-0.93,-51.908,33.985,8.122,"0"
"856",7.663,-66.14601,0.038,0.336,-0.926,-51.618,33.618,8.977,"0"
"857",9.208,-68.23101,0.034,0.336,-0.927,-52.031,33.863,9.13,"0"
"858",10.525,-69.9,0.042,0.334,-0.926,-51.969,33.344,8.916,"0"
"859",11.426,-71.395,0.036,0.337,-0.923,-51.771,33.893,8.214,"0"
"860",11.88,-72.491,0.038,0.333,-0.928,-51.786,33.725,8.656,"0"
"861",12.908,-73.891,0.039,0.34,-0.926,-51.908,33.832,8.611,"0"
"862",13.798,-75.183,0.033,0.339,-0.927,-51.908,34.046,8.58,"0"
"863",14.643,-76.351,0.037,0.337,-0.926,-51.863,33.802,8.641,"0"
"864",15.408,-77.421,0.037,0.338,-0.925,-51.771,33.893,8.565,"0"
"865",15.649,-78.159,0.035,0.341,-0.927,-51.649,33.695,8.397,"0"
"866",16.59,-79.151,0.037,0.336,-0.927,-51.908,33.954,8.412,"0"
"867",17.18,-80.13301,0.031,0.338,-0.925,-51.908,33.924,8.901,"0"
"868",17.688,-80.80001,0.041,0.341,-0.926,-51.786,33.802,8.473,"0"
"869",18.28,-81.625,0.033,0.338,-0.929,-51.985,33.71,8.748,"0"
"870",18.317,-81.958,0.027,0.338,-0.925,-52.046,34.29,8.366,"0"
"871",18.742,-82.585,0.04,0.339,-0.924,-51.924,33.313,8.931,"0"
"872",19.145,-83.156,0.035,0.339,-0.927,-51.954,33.893,8.656,"0"
"873",19.681,-83.679,0.039,0.338,-0.925,-51.985,33.71,8.321,"0"
"874",20.205,-84.263,0.034,0.339,-0.929,-51.863,33.954,7.985,"0"
"875",20.013,-84.444,0.033,0.338,-0.924,-52.076,33.817,8.519,"0"
"876",20.44,-84.934,0.035,0.339,-0.927,-51.954,33.847,8.244,"0"
"877",24.068,-88.43699,0.032,0.339,-0.924,-51.924,34.015,8.382,"0"
"878",23.852,-88.386,0.037,0.34,-0.929,-51.832,33.893,8.519,"0"
"879",23.493,-88.35,0.036,0.34,-0.926,-51.969,33.802,8.427,"0"
"880",23.564,-88.326,0.035,0.351,-0.927,-51.695,33.527,8.733,"0"
"881",23.476,-67.801,0.026,0.362,-0.926,-52.122,31.634,13.359,"0"
"882",23.518,-69.613,0.023,0.344,-0.927,-52.031,34.489,8.397,"0"
"883",23.576,-71.558,-0.002,0.349,-0.927,-51.939,36.29,8.992,"0"
"884",23.156,-59.406,0.032,0.304,-0.926,-52.641,35.206,8.962,"0"
"885",23.207,-61.143,0.085,0.33,-0.929,-51.893,33.053,-4.87,"0"
"886",-68.713,39.312,1.016,0.334,0.074,-52.061,33.71,8.687,"0"
"887",-72.531,37.656,1.016,0.335,0.071,-52.092,33.42,8.656,"0"
"888",-76.169,36.238,1.017,0.334,0.07,-52.046,34.092,8.733,"0"
"889",-79.478,34.626,1.016,0.333,0.069,-51.71,34,9.206,"0"
"890",-82.907,33.607,1.017,0.332,0.073,-52.046,32.214,8.382,"0"
"891",-85.826,32.517,1.016,0.334,0.06800001,-51.954,34.87,8.305,"0"
"892",-88.253,31.435,1.018,0.334,0.067,-52.153,32.061,8.519,"0"
"893",-90.627,30.146,1.016,0.333,0.06800001,-51.969,33.542,8.534,"0"
"894",-93.062,29.381,1.015,0.336,0.067,-51.969,33.603,8.29,"0"
"895",-95.03901,28.418,1.015,0.333,0.069,-52.107,33.893,8.611,"0"
"896",-96.867,27.6,1.016,0.333,0.06800001,-51.924,34.962,8.947,"0"
"897",-98.463,26.943,1.013,0.336,0.067,-52.061,32.366,7.908,"0"
"898",-99.918,26.149,1.016,0.333,0.069,-52.153,32.275,8.458,"0"
"899",-101.574,25.358,1.016,0.333,0.067,-52.168,34.947,8.962,"0"
"900",-102.926,25.049,1.015,0.333,0.069,-51.893,33.344,8.183,"0"
"901",-104.328,24.413,1.016,0.333,0.069,-52.015,35.527,8.046,"0"
"902",-105.629,24.424,1.014,0.332,0.069,-52.137,32.611,8.565,"0"
"903",-106.662,23.886,1.017,0.335,0.063,-51.985,32.458,8.641,"0"
"904",-108.03,23.514,1.016,0.332,0.071,-52.107,33.908,8.198,"0"
"905",-108.96,23.262,1.015,0.336,0.06599999,-51.939,34.351,8.87,"0"
"906",-109.462,22.861,1.013,0.333,0.067,-51.954,33.099,9.145,"0"
"907",-110.16,22.645,1.016,0.333,0.07,-52.015,33.863,8.183,"0"
"908",-110.439,22.126,1.017,0.337,0.06400001,-52.061,31.344,8.489,"0"
"909",-111.553,21.656,1.017,0.331,0.071,-52.122,34.87,8.519,"0"
"910",-111.98,21.753,1.016,0.334,0.06800001,-52.076,34.198,8.519,"0"
"911",-112.628,21.737,1.016,0.334,0.06800001,-52.046,32.87,8.076,"0"
"912",-113.155,21.225,1.017,0.335,0.065,-52.092,35.878,8.443,"0"
"913",-113.662,21.201,1.016,0.332,0.06800001,-51.863,32.687,8.137,"0"
"914",-114.562,21.265,1.016,0.331,0.06800001,-52.061,34.519,8.244,"0"
"915",-114.746,20.823,1.014,0.334,0.072,-52,33.878,8.534,"0"
"916",-115.222,20.698,1.016,0.332,0.071,-52.168,33.023,8.443,"0"
"917",-115.523,20.689,1.014,0.331,0.06599999,-52,33.786,8.214,"0"
"918",-115.615,20.624,1.014,0.332,0.06599999,-52.031,32.824,8.29,"0"
"919",-116.243,20.635,1.016,0.334,0.071,-52.046,35.038,8,"0"
"920",-116.261,20.468,1.014,0.331,0.06800001,-51.893,34.397,8.153,"0"
"921",-116.215,20.016,1.016,0.333,0.069,-51.985,34.565,8.183,"0"
"922",-116.332,20.036,1.016,0.332,0.063,-51.924,34.656,7.634,"0"
"923",-116.931,20.02,1.015,0.332,0.074,-52.046,32.534,7.954,"0"
"924",-117.41,20.151,1.012,0.331,0.067,-52.076,34.107,7.695,"0"
"925",-117.405,19.991,1.016,0.333,0.067,-52,33.878,8.244,"0"
"926",-117.533,19.907,1.015,0.334,0.069,-51.969,33.542,8.58,"0"
"927",-116.727,18.801,1.015,0.332,0.07,-51.847,34.84,8.244,"0"
"928",-117.5,19.27,1.013,0.334,0.06599999,-51.954,34.031,8.977,"0"
"929",-117.674,19.223,1.015,0.333,0.072,-52.076,33.649,8,"0"
"930",-117.705,19.199,1.014,0.332,0.062,-52.046,33.282,7.649,"0"
"931",-117.576,18.682,1.015,0.334,0.07,-52.198,34.489,8.137,"0"
"932",-117.696,18.969,1.014,0.332,0.06599999,-52,32.229,8.183,"0"
"933",-118.297,19.982,1.016,0.331,0.056,-51.954,38.656,8.183,"0"
"934",-118.163,19.995,1.015,0.337,0.063,-51.939,35.374,8.626,"0"
"935",-118.283,19.852,1.016,0.332,0.06599999,-51.985,34.977,8.092,"0"
"936",-117.972,19.667,1.015,0.332,0.06800001,-51.954,34.275,8.489,"0"
"937",-117.891,19.795,1.014,0.334,0.06800001,-51.802,31.786,8.076,"0"
"938",-118.259,19.361,1.016,0.329,0.06800001,-51.908,35.847,8.29,"0"
"939",-118.257,19.815,1.014,0.332,0.06599999,-51.771,33.588,8.153,"0"
"940",-118.228,19.617,1.015,0.334,0.06599999,-51.954,33.511,8.183,"0"
"941",-118.341,19.864,1.014,0.334,0.067,-52.046,31.634,8.198,"0"
"942",-118.749,19.558,1.017,0.333,0.06599999,-52.107,36.183,8.351,"0"
"943",-118.673,19.203,1.017,0.333,0.071,-51.878,32.473,7.252,"0"
"944",-118.588,18.858,1.016,0.334,0.067,-52.046,35.359,8.168,"0"
"945",-118.713,19.08,1.014,0.332,0.065,-51.954,33.496,8.107,"0"
"946",-118.712,18.553,1.016,0.333,0.073,-51.847,35.069,8.153,"0"
"947",-119.1,19.139,1.014,0.333,0.06599999,-52.183,33.71,7.954,"0"
"948",-119.113,18.923,1.016,0.332,0.06599999,-51.985,34.916,8.336,"0"
"949",-118.968,18.567,1.016,0.332,0.067,-51.954,34.534,8.595,"0"
"950",-119.042,19.075,1.015,0.331,0.067,-52.015,32.748,8.412,"0"
"951",-119.19,18.853,1.014,0.333,0.06800001,-51.878,33.573,8.351,"0"
"952",-119.659,19.08,1.016,0.331,0.067,-51.893,36.29,8.855,"0"
"953",-119.625,19.136,1.014,0.332,0.071,-52.092,30.183,8.84,"0"
"954",-119.551,18.599,1.016,0.333,0.069,-52.107,34.779,8.305,"0"
"955",-119.38,18.526,1.014,0.331,0.071,-51.893,31.618,7.679,"0"
"956",-119.326,18.298,1.013,0.333,0.067,-52,33.756,8.366,"0"
"957",-119.551,18.642,1.015,0.333,0.06599999,-51.954,33.878,8.656,"0"
"958",-119.402,18.667,1.012,0.335,0.06800001,-51.817,33.252,8.244,"0"
"959",-119.24,18.417,1.016,0.333,0.074,-52.031,33.282,8.351,"0"
"960",-118.949,18.7,1.015,0.332,0.067,-52.153,31.13,8.641,"0"
"961",-119.092,18.565,1.004,0.317,0.108,-51.924,27.466,7.267,"0"
"962",-119.51,21.901,1.01,0.336,0.089,-51.847,30.916,8.351,"0"
"963",-119.444,22.695,1.011,0.404,0.073,-53.786,28.916,8.718,"0"
"964",-119.211,16.654,1.012,0.341,-0.018,-53.847,63.695,10.275,"0"
"965",-118.362,20.251,1.016,0.355,0.084,-52.626,34.656,8.855,"0"
"966",-118.255,21.892,1.013,0.333,0.186,-38.244,25.328,10.855,"0"
"967",-118.055,22.249,1.016,0.307,0.202,-53.328,30.153,8.305,"0"
"968",-121.087,25.004,0.995,0.295,0.19,-32.137,85.71,2.305,"0"
"969",-137.322,31.461,1.004,0.154,0.36,-46.672,44.534,7.634,"0"
"970",-136.877,35.717,0.924,0.191,0.355,-52.931,27.664,3.252,"0"
"971",-72.13201,46.611,0.045,0.309,1.086,-51.771,33.786,8.198,"0"
"972",-75.78,49.533,0.041,0.305,1.087,-51.802,33.511,8.489,"0"
"973",-79.009,52.097,0.037,0.307,1.087,-51.618,33.786,8.55,"0"
"974",-82.168,54.639,0.042,0.308,1.086,-52.046,33.695,8.672,"0"
"975",-85.433,57.208,0.04,0.306,1.084,-51.786,33.511,8.962,"0"
"976",-87.768,59.119,0.042,0.306,1.085,-52.076,33.466,9.389,"0"
"977",-90.15201,61.08,0.04,0.307,1.083,-51.664,33.756,8.366,"0"
"978",-92.42801,62.874,0.043,0.306,1.084,-51.878,33.771,8.366,"0"
"979",-94.412,64.477,0.04,0.307,1.084,-51.695,33.817,8.733,"0"
"980",-96.38201,65.971,0.044,0.307,1.08,-51.695,33.725,8.534,"0"
"981",-98.63,67.692,0.041,0.306,1.083,-51.771,33.511,8.611,"0"
"982",-100.158,68.92601,0.041,0.309,1.083,-51.832,33.496,8.718,"0"
"983",-101.841,70.217,0.045,0.307,1.083,-51.817,33.802,8.962,"0"
"984",-103.242,71.34,0.042,0.303,1.082,-51.817,33.802,8.626,"0"
"985",-104.914,72.59,0.042,0.305,1.084,-51.832,33.71,8.748,"0"
"986",-105.947,73.455,0.043,0.307,1.081,-51.954,33.924,8.473,"0"
"987",-106.975,74.322,0.043,0.305,1.081,-52.092,33.649,8.718,"0"
"988",-108.086,75.186,0.041,0.306,1.084,-51.985,33.756,8.733,"0"
"989",-108.733,75.741,0.043,0.305,1.085,-51.893,33.985,8.519,"0"
"990",-110.245,76.852,0.042,0.307,1.08,-51.939,33.817,8.611,"0"
"991",-110.949,77.422,0.045,0.307,1.082,-52.015,33.786,8.473,"0"
"992",-111.411,77.837,0.045,0.306,1.084,-51.939,33.802,8.565,"0"
"993",-112.142,78.431,0.039,0.306,1.082,-51.969,33.71,8.702,"0"
"994",-113.5,79.407,0.04,0.307,1.084,-51.924,33.679,8.473,"0"
"995",-113.969,79.812,0.043,0.305,1.083,-52.031,33.664,8.641,"0"
"996",-114.448,80.182,0.043,0.305,1.084,-51.878,33.802,8.504,"0"
"997",-114.991,80.619,0.042,0.307,1.083,-51.924,33.618,8.504,"0"
"998",-115.14,80.81,0.044,0.305,1.08,-51.924,33.924,8.473,"0"
"999",-116.09,81.518,0.041,0.306,1.086,-51.908,33.695,8.595,"0"
"1000",-116.397,81.779,0.041,0.305,1.086,-51.725,33.725,8.687,"0"
"1001",-116.687,82.015,0.042,0.306,1.081,-52.015,33.786,8.626,"0"
"1002",-117.004,82.27401,0.041,0.305,1.087,-51.878,33.802,8.824,"0"
"1003",-117.138,82.397,0.042,0.305,1.085,-51.756,33.756,8.672,"0"
"1004",-117.293,82.55401,0.043,0.307,1.083,-51.817,33.634,8.565,"0"
"1005",-117.675,82.837,0.044,0.305,1.083,-51.847,33.695,8.534,"0"
"1006",-117.973,83.064,0.043,0.305,1.085,-51.893,33.74,8.565,"0"
"1007",-118.047,83.169,0.041,0.303,1.082,-51.817,33.573,8.687,"0"
"1008",-118.214,83.298,0.042,0.304,1.082,-51.939,33.832,8.55,"0"
"1009",-118.786,83.77501,0.04,0.307,1.086,-51.71,33.573,8.595,"0"
"1010",-118.902,83.793,0.044,0.306,1.085,-51.954,33.847,8.58,"0"
"1011",-118.958,83.866,0.041,0.307,1.082,-51.908,33.832,8.687,"0"
"1012",-117.832,83.295,0.045,0.309,1.084,-51.847,33.771,8.718,"0"
"1013",-118.005,83.36699,0.04,0.306,1.084,-52.107,33.74,8.687,"0"
"1014",-118.53,83.7,0.042,0.309,1.085,-51.832,33.588,8.611,"0"
"1015",-118.585,83.74801,0.042,0.306,1.083,-52.031,33.664,8.504,"0"
"1016",-118.251,83.562,0.044,0.306,1.082,-52.061,33.939,8.321,"0"
"1017",-118.439,83.655,0.044,0.307,1.081,-51.939,33.756,8.702,"0"
"1018",-118.611,83.821,0.042,0.306,1.086,-51.863,33.756,8.794,"0"
"1019",-119.178,84.206,0.046,0.306,1.082,-51.847,33.756,8.641,"0"
"1020",-119.325,84.34501,0.042,0.305,1.085,-51.802,33.618,8.534,"0"
"1021",-119.338,84.29,0.042,0.308,1.082,-51.802,33.649,8.458,"0"
"1022",-119.368,84.311,0.075,0.304,1.082,-51.481,34.519,8.565,"0"
