"","X","Y","X_ACC","Y_ACC","Z_ACC","X_GYR","Y_GYR","Z_GYR","status"
"2702",-165.257,73.986,-0.105,-0.054,0.9929999,-48.183,34.015,3.695,"2"
"2703",-164.313,76.285,-0.06599999,0.01,1.051,-54.489,25.878,13.466,"2"
"2704",-163.756,76.17401,0.012,0.006,1.038,-52.443,33.695,10.046,"2"
"2705",-162.816,78.742,-0.052,-0.014,1.026,-53.878,32.015,15.756,"2"
"2706",-162.343,79.775,-0.017,-0.014,1.032,-52.748,34.977,12.458,"2"
"2707",-161.664,81.28,-0.029,-0.006,1.042,-52.244,34.748,13.42,"2"
"2708",-161.032,82.426,-0.051,-0.023,1.039,-55.038,24.244,15.328,"2"
"2709",-160.665,83.838,-0.041,-0.013,1.026,-50.733,29.74,13.863,"2"
"2710",-161.037,85.332,-0.046,-0.013,1.033,-53.42,32.565,14.626,"2"
"2711",-160.99,86.38801,-0.017,-0.013,1.021,-49.71,37.893,13.252,"2"
"2712",-160.72,86.442,-0.035,-0.019,1.036,-52.076,31.267,14.687,"2"
"2713",-160.451,87.361,-0.05,-0.021,1.036,-52.427,29.74,15.71,"2"
"2714",-160.559,88.097,-0.023,-0.018,1.034,-51.084,34.733,13.618,"2"
"2715",-160.729,89.057,-0.053,-0.02,1.029,-52.137,30.733,16.29,"2"
"2716",-160.22,89.78,-0.016,-0.021,1.028,-49.71,34.26,15.679,"2"
"2717",-159.678,91.035,-0.029,-0.02,1.037,-45.969,38.718,17.389,"2"
"2718",-158.414,92.663,-0.087,0.005,1.034,-52.504,31.542,13.969,"2"
"2719",-158.458,93.673,-0.083,-0.007,1.016,-53.374,30.885,15.16,"2"
"2720",-158.092,94.343,-0.067,0.013,1.052,-50.656,34.626,13.511,"2"
"2721",-158.351,94.84401,-0.06400001,-0.014,1.035,-53.16,28.519,14,"2"
"2722",-158.355,95.19,-0.057,0.004,1.033,-52.977,32.122,15.008,"2"
"2723",-158.663,96.026,-0.055,-0.006,1.03,-51.45,34.046,15.237,"2"
"2724",-159.073,96.138,-0.056,-0.013,1.031,-49.771,36.58,16.519,"2"
"2725",-156.831,97.464,-0.168,0.05,1.083,-44.809,-0.656,-2.84,"2"
"2726",-156.69,94.91301,0.023,0.062,1.004,-40.84,37.313,14.794,"2"
"2727",-155.696,103.288,-0.095,0.015,1.067,-73.374,53.847,21.313,"2"
"2728",-158.581,102.822,-0.061,0.061,0.935,-52.947,39.176,44.794,"2"
"2729",-158.838,108.743,-0.296,-0.009,1.051,-66.702,44.458,22.519,"2"
"2730",-159.885,109.214,-0.224,0,1,-51.084,34.748,15.359,"2"
"2731",-159.009,109.694,-0.238,0.031,0.996,-40.718,32.427,13.282,"2"
"2732",-158.042,109.104,-0.289,0.026,1.016,-48.336,25.588,13.053,"2"
"2733",-157.603,109.121,-0.222,0.05,1.013,-51.74,32.84,13.42,"2"
"2734",-157.297,108.766,-0.216,0.044,1.014,-51.145,33.16,14.656,"2"
"2735",-157.881,109.017,-0.272,0.043,1.009,-52.382,30,13.145,"2"
"2736",-157.885,110.199,-0.248,0.04,1.003,-51.389,33.969,11.405,"2"
"2737",-158.117,111.101,-0.243,0.029,1.011,-46.855,31.359,15.496,"2"
"2738",-158.19,110.634,-0.26,0.037,1.006,-51.725,28.885,13.282,"2"
"2739",-158.776,110.956,-0.247,0.026,1.006,-51.588,32.229,14.244,"2"
"2740",-158.786,111.12,-0.254,0.027,1.008,-52.397,32,13.878,"2"
"2741",-158.5,110.956,-0.244,0.026,1.006,-52.473,32.504,13.893,"2"
"2742",-158.186,110.883,-0.236,0.028,1.02,-52.382,33.557,15.191,"2"
"2743",-158.432,110.073,-0.28,-0.101,1.055,-65.756,-17.771,-46.336,"2"
"2744",-157.024,104.008,0.036,0.023,0.917,-34.779,1.359,8.412,"2"
"2745",-155.11,102.701,0.012,0.056,1.115,-59.191,49.588,36.962,"2"
"2746",-155.179,107.174,-0.155,-0.044,1.147,-61.924,58.244,15.756,"2"
"2747",-156.752,106.322,-0.093,-0.034,1.019,-44.901,35.954,17.13,"2"
"2748",-156.874,106.234,-0.131,-0.013,1.011,-54.718,32.931,11.603,"2"
"2749",-156.772,106.241,-0.127,-0.001,1.026,-53.038,29.893,16.229,"2"
"2750",-156.016,106.129,-0.126,-0.017,1.028,-51.282,32.076,17.71,"2"
"2751",-155.676,106.122,-0.12,0.016,1.047,-57.344,32.779,12.794,"2"
"2752",-156.005,105.455,-0.139,-0.016,1.026,-54.947,31.725,13.038,"2"
"2753",-156.184,104.968,-0.101,-0.016,1.008,-54.366,34.87,16.122,"2"
"2754",-156.119,105.292,-0.127,-0.035,1.029,-52.962,24.672,17.176,"2"
"2755",-155.841,104.243,-0.071,-0.017,1.015,-51.282,40.916,15.038,"2"
"2756",-156.43,105.315,-0.113,-0.02,1.013,-51.924,34.153,15.13,"2"
"2757",-155.576,105.602,-0.137,-0.019,1.027,-55.985,30.305,15.115,"2"
"2758",-155.981,106.357,-0.123,0.006,1.043,-52.519,29.359,15.573,"2"
"2759",-155.833,105.213,-0.121,-0.025,1.034,-56.931,32.992,15.802,"2"
"2760",-156.675,105.198,-0.112,-0.021,1.014,-49.634,35.679,14.748,"2"
"2761",-156.323,105.445,-0.102,-0.007,1.003,-51.16,37.649,11.481,"2"
"2762",-156.811,106.114,-0.174,-0.037,1.018,-56.763,22.26,18.107,"2"
"2763",-156.54,104.858,-0.111,-0.013,1.021,-53.114,33.664,14.443,"2"
"2764",-156.184,103.693,-0.124,-0.032,1.017,-51.71,25.45,20.595,"2"
"2765",-156.198,105.48,-0.139,-0.032,1.028,-51.511,30.397,13.481,"2"
"2766",-153.408,104.246,-0.201,0.029,1.058,-48.397,39.099,24.519,"2"
"2767",-154.119,103.474,-0.276,-0.056,1.249,-41.603,-45.069,-53.45,"2"
"2768",-155.885,90.476,0.425,0.057,0.811,-38.244,36.55,20.733,"2"
"2769",-157.67,91.347,0.148,-0.021,1.078,-62,49.496,70.84,"2"
"2770",-155.325,93.842,0.046,-0.023,1.009,-38.137,43.496,18,"2"
"2771",-154.962,96.392,-0.104,0.004,1.109,-50.183,24.626,16.992,"2"
"2772",-154.902,96.71801,0.032,0.018,1.04,-48.092,46.519,14.183,"2"
"2773",-154.806,100.052,-0.037,0.019,1.049,-49.542,39.511,11.328,"2"
"2774",-155.106,101.349,-0.092,0.027,1.075,-51.435,30.855,13.435,"2"
"2775",-155.361,102.548,-0.071,0.025,1.025,-54.779,38.977,13.008,"2"
"2776",-155.254,107.359,-0.216,0.029,1.074,-57.053,27.756,23.847,"2"
"2777",-156.376,110.056,-0.145,0.004,1,-54.84,91.069,13.527,"2"
"2778",-157.855,142.668,-0.635,-0.017,0.772,-56.977,153.13,15.969,"2"
"2779",-156.293,118.472,-0.257,0.029,0.951,-56.977,92.107,11.908,"2"
"2780",-159.66,160.992,-0.785,-0.005,0.466,-61.969,106.656,20.473,"2"
"2781",-160.709,170.13,-0.938,0.016,0.339,-51.985,-17.023,10.702,"2"
"2782",-159.457,131.214,-0.699,-0.014,0.646,-43.221,-288.198,19.221,"2"
"2783",-160.092,111.954,-0.208,0.008,1.123,-58.84,-1.206,2.198,"2"
"2784",-158.492,108.412,-0.132,-0.002,1.03,-39.389,30.992,6.84,"2"
"2785",-155.291,97.431,0.043,0.053,1.014,-31.695,-56.809,-16.473,"2"
"2786",-152.284,93.616,0.072,0.079,1.109,-58.611,49.756,35.313,"2"
"2787",-154.596,97.903,0.043,0.038,1.062,-55.893,53.282,20.031,"2"
"2788",-154.839,100.437,-0.063,0.032,1.07,-54.458,34.763,11.618,"2"
"2789",-154.84,101.469,-0.018,0.036,1.062,-51.649,34.626,17.099,"2"
"2790",-154.21,102.755,-0.073,0.053,1.06,-45.771,33.053,18.031,"2"
"2791",-153.852,103.644,-0.131,0.06800001,1.067,-53.008,27.969,16.153,"2"
"2792",-153.674,102.478,-0.084,0.08,1.084,-49.908,29.954,11.725,"2"
"2793",-153.764,103.642,-0.119,0.057,1.067,-55.389,22.916,16.107,"2"
"2794",-155.08,102.551,-0.106,0.038,1.028,-54.901,31.252,7.496,"2"
"2795",-154.796,102.403,-0.029,0.005,1.054,-54.336,40.504,18.672,"2"
"2796",-154.429,103.61,-0.087,0.056,1.053,-52.626,32.641,16.779,"2"
"2797",-154.335,103.257,-0.089,0.042,1.059,-45.16,30.855,16.473,"2"
"2798",-153.575,101.381,-0.088,0.056,1.073,-43.221,24.809,8.489,"2"
"2799",-152.748,101.017,-0.053,0.077,1.051,-46.809,38.427,18.29,"2"
"2800",-151.788,100.94,-0.083,0.124,1.073,-59.71,29.695,10.55,"2"
"2801",-153.996,100.1,-0.01,0.035,1.028,-62.886,44.29,15.16,"2"
"2802",-154.361,100.587,-0.08200001,0.025,1.047,-51.954,20.565,14.595,"2"
"2803",-154.432,99.503,-0.027,0.043,1.078,-48.733,27.588,17.542,"2"
"2804",-154.272,98.947,-0.025,0.027,1.051,-52.443,33.756,14.718,"2"
"2805",-154.377,99.20501,-0.044,0.037,1.045,-53.328,34.198,17.298,"2"
"2806",-154.209,100.355,-0.069,0.029,1.036,-46.244,30.733,18.748,"2"
"2807",-153.832,99.707,-0.065,0.047,1.09,-49.817,36.931,13.13,"2"
"2808",-154.252,100.93,-0.036,0.067,1.059,-59.557,43.511,18.397,"2"
"2809",-157.087,102.502,-0.113,-0.004,1.022,-59.863,35.924,19.13,"2"
"2810",-157.074,102.102,-0.063,0.013,1.036,-48.382,35.374,8.702,"2"
"2811",-156.869,102.722,-0.102,0.021,1.035,-49.298,34.931,14.458,"2"
"2812",-154.627,101.075,-0.206,0.033,1.048,-48.046,-22.168,-6.443,"2"
"2813",-164.726,104.876,-0.125,0.101,0.896,-86.198,42.137,14.641,"2"
"2814",-164.897,109.324,-0.094,-0.128,1.044,-31.618,47.099,12.458,"2"
"2815",-158.765,108.315,-0.111,-0.081,1.033,-48.061,30.214,15.176,"2"
"2816",-158.651,107.626,-0.1,0.029,1.042,-52.183,31.16,15.344,"2"
"2817",-159.033,108.275,-0.156,-0.067,1.17,-61.084,28.244,-0.092,"2"
"2818",-161.45,106.503,-0.06800001,0.023,0.981,-44.214,38.198,23.008,"2"
"2819",-159.142,106.373,-0.162,-0.007,1.044,-50.718,27.725,16.794,"2"
"2820",-158.442,105.547,-0.072,0.002,1.034,-52.931,38.275,15.328,"2"
"2821",-158.237,105.774,-0.121,0.011,1.03,-53.42,36.504,19.008,"2"
"2822",-158.327,106.996,-0.117,0.013,1.035,-51.145,30.901,15.634,"2"
"2823",-158.784,107.255,-0.107,-0.006,1.031,-53.374,39.114,19.206,"2"
"2824",-158.327,107.904,-0.151,0.001,1.03,-50.244,31.206,16.092,"2"
"2825",-157.455,107.265,-0.124,0.014,1.018,-53.099,37.985,15.954,"2"
"2826",-157.551,107.344,-0.127,0.029,1.031,-52.87,32.626,14.168,"2"
"2827",-157.769,107.274,-0.129,0.012,1.023,-51.069,33.863,13.969,"2"
"2828",-157.718,106.134,-0.115,0.014,1.05,-52.427,34.366,13.206,"2"
"2829",-158.156,108.157,-0.149,0.009,1.026,-55.069,32.534,15.374,"2"
"2830",-157.233,106.528,-0.128,0.019,1.047,-51.405,34.321,16.779,"2"
"2831",-157.524,106.982,-0.137,0.008,1.016,-51.817,33.176,11.969,"2"
"2832",-157.36,106.39,-0.159,-0.003,1.029,-52.672,29.771,13.389,"2"
"2833",-157.505,106.66,-0.181,0.019,1.039,-49.481,24.198,15.405,"2"
"2834",-157.159,107.647,-0.127,0.024,1.027,-51.16,38.611,16.458,"2"
"2835",-157.036,107.317,-0.093,0.045,1.021,-54.015,35.16,14.779,"2"
"2836",-156.325,108.103,-0.155,0.03,1.03,-49.542,34.305,15.145,"2"
"2837",-155.886,106.53,-0.12,0.032,1.038,-51.45,37.939,14.931,"2"
"2838",-155.265,107.174,-0.139,0.026,1.031,-50.595,33.634,15.878,"2"
"2839",-155.461,106.6,-0.121,0.016,1.039,-52.29,31.374,16.122,"2"
"2840",-155.117,106.732,-0.167,0.03,1.061,-51.13,29.282,15.344,"2"
"2841",-155.017,106.194,-0.152,0.021,1.031,-52.321,30.611,13.405,"2"
"2842",-155.121,106.093,-0.163,0.042,1.028,-51.939,34.092,14.901,"2"
"2843",-155.054,106.998,-0.159,0.037,1.028,-49.45,33.817,14.611,"2"
"2844",-154.362,106.35,-0.152,0.043,1.037,-49.908,29.893,17.634,"2"
"2845",-153.631,105.371,-0.123,0.041,1.045,-51.237,30.504,13.099,"2"
"2846",-153.51,105.6,-0.141,0.05,1.039,-51.939,36.366,14.855,"2"
"2847",-153.614,105.442,-0.124,0.06,1.048,-50.886,32.809,16.107,"2"
"2848",-153.703,105.476,-0.143,0.06,1.042,-50.397,34.092,15.725,"2"
"2849",-153.105,105.066,-0.129,0.06400001,1.043,-52.183,31.832,16.748,"2"
"2850",-153.426,105.021,-0.15,0.067,1.055,-54.076,32.55,15.344,"2"
"2851",-154.765,105.445,-0.11,0.055,1.036,-55.863,34.382,13.527,"2"
"2852",-155.338,105.569,-0.144,0.036,1.038,-52.214,36.595,14.015,"2"
"2853",-155.491,106.157,-0.149,0.028,1.033,-52.046,34.947,15.695,"2"
"2854",-155.629,106.464,-0.174,0.041,1.034,-53.603,37.771,13.863,"2"
"2855",-155.731,106.609,-0.143,0.024,1.016,-56.015,33.252,13.206,"2"
"2856",-156.393,106.442,-0.117,0.016,1.019,-55.16,31.221,15.252,"2"
"2857",-156.728,106.855,-0.146,0.016,1.022,-54.824,30.321,10.626,"2"
"2858",-156.608,106.77,-0.119,0.014,1.034,-53.405,36.122,15.481,"2"
"2859",-156.908,106.791,-0.146,-0.002,1.045,-51.42,35.145,15.893,"2"
"2860",-156.831,106.709,-0.146,0.003,1.013,-52.229,33.71,12.794,"2"
"2861",-157.205,106.969,-0.135,-0.02,1.036,-50.886,39.649,10.794,"2"
"2862",-155.982,107.115,-0.13,0.026,1.068,-61.985,38.107,11.359,"2"
"2863",-159.214,106.654,-0.081,-0.038,1.026,-61.328,34.183,7.771,"2"
"2864",-163.354,105.734,-0.069,-0.125,1.02,-55.832,19.802,13.405,"2"
"2865",-164.606,103.54,-0.04,-0.161,1.012,-64.229,13.053,15.389,"2"
"2866",-168.286,96.393,0.029,-0.131,0.906,-65.542,17.817,10.824,"2"
"2867",-167.126,95.332,0.12,-0.183,0.912,-28.855,28.885,25.16,"2"
"2868",-160.536,92.155,-0.025,0.073,1.113,-16.504,4.137,29.359,"2"
"2869",-155.796,91.697,0.092,0.024,1.086,-56.153,55.237,30.763,"2"
"2870",-158.572,98.81301,-0.114,-0.007,1.075,-67.695,48.84,12.794,"2"
"2871",-159.116,100.656,-0.076,-0.043,1.015,-40.321,31.145,13.496,"2"
"2872",-157.244,101.254,-0.134,0.025,1.043,-46.092,22.412,8.779,"2"
"2873",-155.906,101.088,-0.054,0.036,1.039,-53.618,34.412,16.718,"2"
"2874",-156.001,101.262,-0.11,0.029,1.066,-54.443,29.313,13.466,"2"
"2875",-156.881,100.954,-0.06400001,-0.004,1.023,-52.183,33.099,14.031,"2"
"2876",-156.756,101.527,-0.102,0.007,1.045,-52.321,34.26,15.863,"2"
"2877",-158.036,102.142,-0.06400001,0,1.016,-50.504,40.718,12.794,"2"
"2878",-158.576,102.425,-0.13,-0.014,1.026,-50.427,28.748,13.74,"2"
"2879",-157.811,102.882,-0.102,0.003,1.035,-52.748,32.275,14.947,"2"
"2880",-159.001,103.535,-0.133,-0.008,1.029,-52.031,32.794,10.718,"2"
"2881",-158.313,103.746,-0.132,-0.013,1.022,-49.847,32.351,16.336,"2"
"2882",-158.599,103.594,-0.103,-0.014,1.016,-60.198,37.374,20.519,"2"
"2883",-159.058,104.615,-0.163,-0.017,1.002,-46.382,36.031,17.74,"2"
"2884",-157.458,103.612,-0.15,0.011,1.027,-47.74,30.748,12.336,"2"
"2885",-157.859,102.686,-0.148,0,1.016,-47.603,29.115,11.42,"2"
"2886",-156.481,101.769,-0.104,0.035,1.05,-54.611,30.412,15.695,"2"
"2887",-157.007,101.206,-0.169,0.005,1.051,-51.939,32.87,13.496,"2"
"2888",-157.334,100.388,-0.096,0.015,1.036,-46.076,30.519,15.863,"2"
"2889",-157.435,101.142,-0.114,0.012,1.032,-53.725,33.038,15.603,"2"
"2890",-156.291,100.869,-0.09700001,0.029,1.009,-54.656,34.733,12.794,"2"
"2891",-156.839,101.026,-0.127,0.013,1.026,-48.336,28.672,10.885,"2"
"2892",-156.57,100.124,-0.092,0.008,1.023,-52.656,36.198,16.382,"2"
"2893",-156.727,101.364,-0.114,0.016,1.03,-50.321,34.122,15.573,"2"
"2894",-156.225,101.469,-0.119,0.024,1.038,-52.305,32.947,14,"2"
"2895",-155.971,101.276,-0.12,0.026,1.033,-52.168,32.886,14.809,"2"
"2896",-155.806,101.435,-0.121,0.015,1.037,-51.389,34.29,15.038,"2"
"2897",-155.973,101.862,-0.125,0.018,1.039,-52.153,31.328,14.611,"2"
"2898",-156.533,102.067,-0.125,0.015,1.031,-53.099,32.718,14.412,"2"
"2899",-156.915,101.674,-0.108,0.008,1.018,-56.107,34.886,17.649,"2"
"2900",-156.819,101.924,-0.145,0.001,1.014,-53.191,32.015,13.344,"2"
"2901",-157.78,102.315,0.022,0.05,1.137,-100.107,48.321,75.344,"2"
"2902",-168.355,104.06,-0.325,-0.056,0.9610001,-57.557,19.618,52.855,"2"
"2903",-164.739,108.575,-0.36,-0.062,0.949,-32.336,21.573,-21.45,"2"
"2904",-158.013,107.822,-0.062,0.015,1.037,-39.603,20.718,-0.947,"2"
"2905",-160.106,105.004,-0.203,-0.032,1.008,-71.756,5.618,54.458,"2"
"2906",-161.607,104.439,-0.261,-0.046,0.987,-47.298,18.779,15.252,"2"
"2907",-159.973,109.038,-0.319,-0.021,1.027,-26.519,28.046,-15.817,"2"
"2908",-154.711,108.904,-0.215,0.038,1.04,-50.489,30.809,-0.809,"2"
"2909",-155.471,107.04,-0.185,0.001,1.036,-55.084,32.534,23.496,"2"
"2910",-156.644,108.728,-0.177,0.024,1.043,-65.649,38.962,37.45,"2"
"2911",-160.401,107.79,-0.286,-0.048,0.965,-62.397,39.511,21.817,"2"
"2912",-160.313,107.448,-0.316,-0.02,0.95,-37.954,36.061,-9.084,"2"
"2913",-155.189,103.672,-0.177,0.017,1.026,-36.718,21.725,-5.985,"2"
"2914",-154.092,103.681,-0.198,0.021,1.028,-54.183,24.916,18.87,"2"
"2915",-154.819,104.69,-0.155,0.011,1.032,-60,39.756,23.664,"2"
"2916",-157.314,106.877,-0.286,-0.017,0.968,-59.069,34.595,20.214,"2"
"2917",-157.09,105.934,-0.181,-0.025,0.957,-50.794,49.389,17.191,"2"
"2918",-157.001,104.48,-0.197,0.012,1,-53.527,45.023,7.557,"2"
"2919",-156.311,109.016,-0.357,-0.025,0.977,-31.13,40.336,-9.71,"2"
"2920",-154.387,109.451,-0.228,-0.005,1.026,-50.565,26.702,14,"2"
"2921",-153.782,109.299,-0.255,0.033,1.001,-55.359,29.405,14.992,"2"
"2922",-153.627,107.474,-0.178,0.159,1.287,-46.87,-19.847,-26.076,"2"
"2923",-151.13,92.096,0.181,0.056,0.92,-61.099,66.107,59.313,"2"
"2924",-156.803,99.43,-0.072,-0.058,0.936,-39.466,85.29799,51.527,"2"
"2925",-156.819,104.294,-0.203,0.049,0.982,-58.321,35.893,-4.931,"2"
"2926",-155.844,100.156,-0.241,0.007,1.013,-51.038,17.374,24.473,"2"
"2927",-154.778,101.3,-0.231,0.01,0.984,-35.649,36.427,-4.733,"2"
"2928",-156.66,100.266,-0.086,0.022,1.049,-60.489,34.489,6.275,"2"
"2929",-156.559,106.637,-0.221,-0.033,1.021,-58.015,18.214,20.076,"2"
"2930",-157.908,105.551,-0.264,-0.049,1.064,-55.069,9.16,29.893,"2"
"2931",-158.169,107.294,-0.214,-0.026,1.023,-43.084,36.046,10.84,"2"
"2932",-158.408,110.375,-0.252,-0.043,0.988,-53.206,25.496,11.344,"2"
"2933",-157.655,110.54,-0.117,-0.019,0.986,-55.344,-0.275,26.794,"2"
"2934",-159.565,108.079,-0.217,-0.063,1.036,-50.275,26.092,14.137,"2"
"2935",-158.208,109.564,-0.058,-0.028,1.032,-47.939,60.366,6.901,"2"
"2936",-158.213,110.643,-0.208,-0.042,1.017,-50.901,27.695,14.534,"2"
"2937",-157.868,107.936,-0.112,-0.043,0.987,-50.656,43.405,19.435,"2"
"2938",-157.755,110.765,-0.194,-0.03,1.024,-52.84,22.809,15.069,"2"
"2939",-158.108,110.085,-0.159,-0.04,0.968,-49.145,53.817,14.412,"2"
"2940",-157.61,112.802,-0.208,-0.002,1.006,-51.725,36.779,14.718,"2"
"2941",-157.928,111.266,-0.25,-0.034,1.013,-49.924,29.969,16.397,"2"
"2942",-158.487,113.17,-0.192,-0.038,1.005,-55.114,29.74,11.252,"2"
"2943",-158.896,109.994,-0.09099999,-0.015,1.024,-51.863,28.015,28.992,"2"
"2944",-159.659,110.417,-0.221,-0.024,0.9599999,-58.458,39.328,17.557,"2"
"2945",-159.192,111.558,-0.187,-0.047,0.995,-48.534,42.855,13.908,"2"
"2946",-158.034,112.559,-0.245,-0.003,1.009,-42.534,31.847,4.305,"2"
"2947",-155.931,110.837,-0.163,0.014,1.052,-42.015,26.107,7.45,"2"
"2948",-156.619,109.227,-0.188,0.002,1.008,-55.252,28.519,18.473,"2"
"2949",-157.438,107.897,-0.144,0,1.003,-57.634,31.099,22.015,"2"
"2950",-157.542,106.363,-0.159,-0.007,1.006,-58.626,44.504,23.038,"2"
"2951",-158.597,105.446,-0.195,-0.03,0.991,-48.473,37.954,10.992,"2"
"2952",-155.88,108.139,-0.269,0.032,1.043,-41.145,22.107,11.634,"2"
"2953",-153.916,107.469,-0.187,0.052,1.034,-52.55,40.672,10.305,"2"
"2954",-154.984,106.859,-0.122,0.017,1.021,-53.053,33.145,15.45,"2"
"2955",-155.901,105.509,-0.143,0.002,1.021,-55.481,34.611,17.511,"2"
"2956",-156.664,105.592,-0.146,0.017,1.052,-56.977,29.435,26.916,"2"
"2957",-156.159,107.764,-0.193,0.012,1.026,-39.664,38.779,14.885,"2"
"2958",-154.678,107.027,-0.21,0.043,1.025,-50.626,22.55,11.481,"2"
"2959",-154.421,105.955,-0.186,0.044,1.044,-55.725,23.939,3.267,"2"
"2960",-156.09,104.053,-0.115,0.003,1.026,-54.58,21.985,12.168,"2"
"2961",-157.116,99.65899,-0.007,-0.004,1.033,-57.817,30.427,25.725,"2"
"2962",-157.587,100.463,-0.156,-0.003,1.049,-48.931,34.015,12.702,"2"
"2963",-158.46,99.88,-0.106,-0.067,0.983,-71.664,14.046,3.557,"2"
"2964",-155.487,99.14701,-0.012,0.029,1.065,-43.725,25.435,2.046,"2"
"2965",-155.903,100.646,-0.085,-0.032,1.048,-50.473,32.886,11.847,"2"
"2966",-157.214,100.36,-0.09799999,0,1.04,-68.794,22.076,26.87,"2"
"2967",-158.259,100.433,-0.057,-0.048,1.021,-45.298,37.191,9.74,"2"
"2968",-157.376,102.016,-0.1,-0.028,1.012,-59.496,21.695,10.992,"2"
"2969",-157.734,97.933,-0.005,-0.061,1.041,-46.886,25.939,11.542,"2"
"2970",-158.293,96.72,-0.025,-0.053,0.991,-59.634,38.366,17.924,"2"
"2971",-157.485,98.20701,-0.053,-0.042,1.057,-50.26,33.313,12.687,"2"
"2972",-157.118,98.30001,-0.061,-0.035,1.029,-51.481,30.198,10.55,"2"
"2973",-156.495,98.159,-0.046,-0.01,1.05,-43.069,25.008,16.84,"2"
"2974",-156.18,98.584,-0.063,0,1.041,-56.84,37.145,23.802,"2"
"2975",-156.976,98.42501,-0.06800001,-0.029,1.023,-56.824,34.168,20.015,"2"
"2976",-158.803,101.315,-0.045,-0.048,1.005,-48.489,39.084,17.618,"2"
"2977",-157.834,98.88301,-0.158,-0.06,0.996,-45.573,-3.344,14.626,"2"
"2978",-158.096,100.552,0.016,-0.018,1.042,-51.771,45.756,17.13,"2"
"2979",-156.82,101.404,0.021,0.012,1.007,-50.824,27.802,11.435,"2"
"2980",-158.187,106.167,-0.004,-0.01,1.041,-56.061,33.13,17.221,"2"
"2981",-157.612,106.12,-0.07,-0.023,1.041,-58.397,44.595,14.473,"2"
"2982",-158.07,106.063,-0.069,-0.037,1.026,-51.893,32.855,16.809,"2"
"2983",-158.109,105.047,-0.04,-0.039,1.022,-51.786,36.305,14.229,"2"
"2984",-159.337,105.831,-0.06599999,-0.045,1.029,-48.58,31.832,15.282,"2"
"2985",-159.139,105.729,-0.051,-0.032,1.027,-49.832,36.748,15.969,"2"
"2986",-159.369,105.665,-0.106,-0.057,1.03,-50.931,26.855,18.702,"2"
"2987",-157.688,106.194,-0.058,-0.02,1.066,-48.321,26.29,17.695,"2"
"2988",-157.965,104.807,-0.081,-0.017,1.002,-52.733,43.466,12.076,"2"
"2989",-159.573,106.64,-0.101,-0.054,1.007,-55.557,28.779,12.672,"2"
"2990",-159.194,107.386,-0.08200001,-0.023,1.03,-47.023,30.55,13.832,"2"
"2991",-159.29,107.583,-0.093,-0.041,1.028,-52.031,36.931,12.321,"2"
"2992",-159.093,106.343,-0.101,-0.04,1.026,-49.328,34.489,15.145,"2"
"2993",-159.563,105.329,-0.094,-0.039,1.024,-48.992,30.153,7.618,"2"
"2994",-159.214,106.349,-0.092,-0.026,1.03,-52.015,32.748,13.939,"2"
"2995",-155.62,99.52701,0.031,0.022,1.091,-24.397,-8.412,-17.267,"2"
"2996",-153.076,92.425,0.181,0.038,1.066,-57.237,28.824,4.092,"2"
"2997",-157.322,99.963,0.145,0.108,1.045,-66.748,36.244,27.511,"2"
"2998",-162.352,108.16,0.083,-0.1,1.02,-50.58,44.733,40.87,"2"
"2999",-161.229,106.673,-0.024,-0.069,1.043,-54.046,27.985,36.229,"2"
"3000",-163.452,99.889,0.245,-0.09799999,0.917,-26.519,-1.466,110.244,"2"
"3001",-152.983,100.279,-0.169,0.139,0.973,-23.878,61.481,32.122,"2"
"3002",-146.381,102.051,-0.051,0.246,1.056,-58.779,27.863,12.58,"2"
"3003",-145.813,107.006,-0.084,0.195,1.103,-50.733,63.252,18.611,"2"
"3004",-145.493,109.124,-0.205,0.223,1.056,-49.359,55.252,21.282,"2"
"3005",-144.31,109.565,-0.243,0.258,1.047,-52.672,31.878,14.55,"2"
"3006",-144.756,109.603,-0.241,0.24,1.043,-49.298,28.489,17.969,"2"
"3007",-144.834,108.768,-0.26,0.249,1.059,-56.855,27.618,12.84,"2"
"3008",-145.675,108.516,-0.242,0.222,1.057,-54.626,30.87,13.954,"2"
"3009",-146.326,107.99,-0.284,0.223,1.042,-56.26,27.847,12.534,"2"
"3010",-146.869,105.518,-0.181,0.21,1.066,-51.435,26.733,9.969,"2"
"3011",-146.303,102.075,-0.189,0.211,1.066,-47.939,7.115,2.748,"2"
"3012",-144.855,94.58899,0.029,0.226,1.098,-47.176,21.267,11.023,"2"
"3013",-144.758,94.582,-0.029,0.225,1.095,-50.901,33.206,15.71,"2"
"3014",-145.289,96.014,0.024,0.233,1.081,-55.466,46.107,17.466,"2"
"3015",-145.69,98.661,-0.067,0.222,1.075,-54.229,51.939,19.374,"2"
"3016",-146.487,104.259,-0.154,0.215,1.055,-58.122,57.527,21.771,"2"
"3017",-146.099,104.273,-0.215,0.212,1.04,-50.886,35.924,14.84,"2"
"3018",-145.825,105.417,-0.248,0.221,1.05,-53.176,33.084,15.145,"2"
"3019",-146.034,105.579,-0.216,0.211,1.052,-51.786,35.466,14.87,"2"
"3020",-145.999,106.023,-0.243,0.218,1.046,-52.443,33.618,15.13,"2"
"3021",-146.204,106.509,-0.243,0.213,1.06,-51.969,32.321,15.008,"2"
